run,gal_5,gas_5,new_5,old_5,gal_1,gas_10,new_10,old_10,gal_20,gas_20,new_20,old_20,old_vx,old_vy,old_vz,new_vx,new_vy,new_vz
56,8595.80485,0.0,1938.4243300000000,142662.57000000000,37084.98883,1440.0,27488.558560000000,228093.465,119145.13422,12420.0,78155.01698,262870.75500000000,-1.8136927216068200,-1.7740124653882700,-0.06121507888007300,-3.1791013760415100,3.017494618047010,0.38684498416827600
58,3209.40543,720.0,59480.92295,369796.75,39492.63272,1800.0,262603.26386,685342.4,181006.97929000000,12960.0,787270.14771,850662.35,-2.384378836144060,-2.3146178482660500,-0.24921008173056100,-8.394344088122430,4.313535051778130,-0.1740734968781560
59,14715.795000000000,0.0,22053.589000000000,52113.19,27620.914000000000,540.0,23778.437000000000,78987.465,49559.829000000000,2340.0,23778.437000000000,88996.555,"-1.200843255381688
",-1.2064776776822,-0.0796523081452635,"-1.397933934174977
","-1.475383786892158
","-0.1506379925025332
"
63,30206.16491,300.0,2821.32959,364679.95,59019.78572,2400.0,5486.95391,671634.2,85148.69167,12000.0,14136.08725,841966.75,"-3.0070779810785013
","3.0171057635324727
","-0.18164047177720988
","-3.6668053392469497
","3.6786638801455407
","-0.7295820435685775
"